,age,workclass,fnlwgt,education-num,marital status,occupation,relationship,race,sex,hours/week,native country
579,5,3,2,13,3,12,1,5,2,3,39
580,5,5,2,10,5,8,5,3,1,4,39
581,5,2,1,6,6,8,5,3,1,4,39
582,4,3,1,10,3,3,1,5,2,7,39
583,2,3,1,13,3,1,6,3,1,4,39
584,6,5,1,9,3,3,1,5,2,7,39
585,1,3,2,9,5,8,4,5,1,2,39
586,1,3,2,13,5,6,2,5,2,4,39
587,3,3,2,13,3,4,1,5,2,7,39
588,5,4,2,3,3,14,1,5,2,5,5
589,5,5,2,16,3,10,1,5,2,7,39
590,2,3,1,9,1,3,2,5,2,6,39
591,6,3,2,9,3,3,1,5,2,4,39
592,1,3,1,10,5,6,4,5,2,4,39
593,3,3,2,10,3,12,1,5,2,5,39
594,2,3,1,10,3,3,1,5,2,5,39
595,5,4,2,16,6,10,2,5,2,4,39
596,2,2,3,9,1,1,5,5,1,4,39
597,8,3,1,9,3,3,1,5,2,2,39
598,2,6,2,13,3,13,1,5,2,4,39
599,1,3,1,10,5,8,4,5,2,2,39
600,1,3,4,9,5,4,3,5,2,5,39
601,3,3,2,16,3,10,1,2,2,4,36
602,3,6,1,10,6,4,2,5,1,5,39
603,2,3,2,9,5,7,4,5,1,4,39
604,2,6,1,10,5,1,5,2,1,4,30
605,3,3,1,9,3,3,1,5,2,5,39
606,4,3,2,4,3,3,1,5,2,4,39
607,4,3,2,9,3,7,1,5,2,4,39
608,4,5,3,8,3,6,1,3,2,4,39
609,3,3,2,14,5,12,2,5,2,7,39
610,2,3,1,10,5,10,2,5,2,4,39
611,4,2,2,14,5,10,2,5,2,4,39
612,1,3,1,10,5,12,2,5,1,3,39
613,4,3,3,12,1,10,5,5,1,4,39
614,2,6,2,10,3,14,1,5,2,4,39
615,4,3,2,9,3,3,1,3,2,4,39
616,1,3,2,5,5,7,2,5,2,4,39
617,5,1,1,10,1,4,2,5,2,4,39
618,1,5,3,7,5,5,4,5,2,1,39
619,3,3,2,13,3,4,1,5,2,4,39
620,5,4,2,9,3,12,1,5,2,5,39
621,1,3,2,9,5,12,4,5,1,4,39
622,1,3,1,8,5,8,4,5,2,2,39
623,3,3,2,10,3,1,1,5,2,4,26
624,2,3,1,9,5,3,2,5,2,5,39
625,6,5,2,9,7,4,2,5,2,5,39
626,2,2,1,9,5,11,4,5,2,5,39
627,3,3,1,11,3,3,1,5,2,4,32
628,3,5,2,9,3,3,1,5,2,4,39
629,1,2,3,10,6,4,5,3,2,4,39
630,1,6,1,7,5,1,4,5,1,1,39
631,3,3,1,9,1,4,2,5,1,4,39
632,4,2,1,13,3,10,6,5,1,6,39
633,4,3,2,14,5,4,2,5,2,4,6
634,2,3,2,9,5,8,3,5,2,3,39
635,6,2,1,10,3,5,1,5,2,4,39
636,1,3,1,10,5,7,4,3,1,5,39
637,4,3,2,10,3,10,1,5,2,5,39
638,1,3,3,10,5,10,4,5,2,2,39
639,1,6,3,13,5,13,2,5,1,2,39
640,3,3,2,14,5,10,2,5,2,7,39
641,2,3,1,14,3,13,1,5,2,4,39
642,2,3,2,13,5,10,4,5,1,4,31
643,1,3,4,9,5,12,4,5,1,2,39
644,3,2,1,13,5,10,2,5,2,5,39
645,2,3,2,13,7,12,5,5,1,4,5
646,1,3,2,10,5,6,4,5,2,3,39
647,2,5,1,10,3,3,1,5,2,4,39
648,4,3,2,16,1,10,5,5,1,7,39
649,4,3,1,13,1,4,4,5,1,5,39
650,4,3,2,8,3,8,1,3,2,4,23
651,4,3,2,10,5,12,2,3,2,4,39
652,6,3,2,9,3,3,1,5,2,4,39
653,1,3,2,7,5,8,3,5,2,3,39
654,2,3,2,13,3,10,1,5,2,4,39
655,3,3,1,10,1,1,5,3,1,4,39
656,4,3,1,11,3,13,1,5,2,4,39
657,3,2,3,13,1,1,5,5,1,4,16
658,2,3,2,9,6,8,5,3,1,4,39
659,3,3,2,9,3,7,1,5,2,4,39
660,1,6,3,9,5,13,4,5,1,4,39
661,1,3,2,10,5,12,4,5,1,2,39
662,3,3,2,13,3,4,1,5,2,5,39
663,3,3,2,9,5,8,2,5,2,4,39
664,4,3,1,9,3,3,1,5,2,7,39
665,2,3,2,13,5,10,2,5,2,4,39
666,5,2,1,9,3,4,1,5,2,5,39
667,4,3,2,13,3,4,1,5,2,5,39
668,4,3,1,9,3,12,6,5,1,4,39
669,1,3,2,10,5,8,2,5,1,2,39
670,2,3,2,9,3,8,1,5,2,4,26
671,1,3,3,10,5,8,2,5,1,3,39
672,6,3,2,10,1,1,2,2,1,4,39
673,2,3,2,11,3,1,1,5,2,5,39
674,2,3,3,11,5,8,4,5,1,2,39
675,3,3,2,10,3,3,1,5,2,4,39
676,3,3,1,10,5,12,2,3,1,4,39
677,4,6,2,13,3,10,1,5,2,5,39
678,6,3,1,9,7,8,5,3,1,2,39
679,4,3,2,13,3,13,1,5,2,4,39
680,1,3,2,10,5,8,3,5,1,3,39
681,6,5,2,9,3,14,1,5,2,8,39
682,4,3,1,14,5,4,2,5,1,5,39
683,2,3,1,11,5,13,4,5,2,4,39
684,1,3,3,8,5,6,4,5,2,2,39
685,4,2,1,13,3,10,6,5,1,4,39
686,6,3,2,9,3,14,1,5,2,4,39
687,3,3,2,10,5,1,4,3,1,4,39
688,2,3,2,7,5,3,4,3,2,4,14
689,4,6,2,13,3,10,1,5,2,4,39
690,2,6,3,13,3,4,1,5,2,4,39
691,1,3,2,13,5,10,5,5,2,2,39
692,6,5,1,6,3,3,1,5,2,4,39
693,1,3,1,9,5,14,5,5,2,5,39
694,4,3,1,9,5,6,2,5,2,4,39
695,2,3,1,11,5,3,4,5,2,4,39
696,6,3,2,9,3,14,1,5,2,4,39
697,3,2,1,13,5,10,2,5,1,5,39
698,4,1,2,9,3,1,6,5,1,4,39
699,3,3,1,9,5,5,2,3,2,4,39
700,3,3,1,9,5,8,2,5,1,2,39
701,6,2,3,9,3,1,6,5,1,4,39
702,3,2,1,9,1,11,5,5,2,4,32
703,5,4,1,16,3,4,1,5,2,8,39
704,5,3,3,13,5,12,2,5,2,6,39
705,3,3,2,6,6,8,5,5,1,5,39
706,2,6,2,10,4,8,3,5,2,4,39
707,1,3,1,10,3,12,6,5,1,3,11
708,5,5,1,13,1,12,2,5,1,5,39
709,3,3,2,9,5,7,2,5,2,4,39
710,2,3,2,10,5,5,2,5,1,4,39
711,3,3,3,3,6,5,2,5,2,4,13
712,2,3,2,9,1,3,5,5,2,6,39
713,3,3,2,11,3,13,6,5,1,3,39
714,6,3,1,9,5,12,2,5,2,4,39
715,1,2,2,11,1,13,2,5,2,6,39
716,3,3,1,10,1,1,5,5,1,4,39
717,4,3,2,13,3,12,1,5,2,5,39
718,6,3,2,10,5,13,2,5,2,4,39
719,2,3,2,11,5,7,2,5,1,5,39
720,4,3,1,11,3,4,1,5,2,5,39
721,4,5,1,10,3,4,1,5,2,7,39
722,4,3,2,13,5,12,2,4,1,6,39
723,4,3,2,10,1,1,2,3,1,4,39
724,7,5,1,9,3,5,1,5,2,5,39
725,1,3,2,8,5,7,4,5,2,3,39
726,5,3,1,11,3,13,1,5,2,5,39
727,4,4,1,13,3,13,1,5,2,4,39
728,1,3,2,9,5,12,2,5,1,4,39
729,6,3,1,9,3,14,1,5,2,7,39
730,1,3,2,10,5,8,3,3,2,2,39
731,7,3,1,9,3,7,1,5,2,4,39
732,2,3,3,9,5,7,2,3,2,4,39
733,4,3,1,14,5,13,2,5,2,4,39
734,4,3,2,13,3,4,1,5,2,4,9
735,4,3,1,12,1,3,2,5,2,4,39
736,1,3,1,9,5,8,4,3,2,3,39
737,7,5,3,7,5,5,5,5,2,2,39
738,2,3,1,9,1,1,5,5,1,4,39
739,1,3,2,7,5,12,4,5,1,2,39
740,3,3,2,9,3,3,1,5,2,5,39
741,3,3,2,13,3,10,1,5,2,5,39
742,7,3,2,13,3,10,1,5,2,4,39
743,1,3,1,9,5,14,4,5,2,3,39
744,2,3,2,9,6,8,4,5,1,4,39
745,4,3,1,10,1,4,2,5,2,5,39
746,1,3,1,10,5,1,4,5,2,4,39
747,1,3,1,6,5,5,4,5,2,2,39
748,5,5,1,9,3,8,6,5,1,8,22
749,4,3,2,11,5,10,2,5,1,7,39
750,6,3,2,10,3,3,1,5,2,5,39
751,7,3,2,9,3,14,1,5,2,5,39
752,5,3,2,9,3,14,1,5,2,5,39
753,5,3,2,11,5,1,5,5,2,4,39
754,2,3,2,14,5,10,2,5,1,5,39
755,2,3,1,11,5,13,4,5,2,4,39
756,2,3,1,9,7,1,2,5,1,4,39
757,3,3,1,9,3,4,1,5,2,7,39
758,6,3,1,9,7,14,5,5,2,5,39
759,7,3,2,9,7,8,2,5,1,4,39
760,4,3,5,9,6,7,5,5,1,3,39
761,4,3,2,10,5,1,2,5,2,3,39
762,1,4,2,13,5,12,4,5,2,4,39
763,5,3,2,10,3,1,6,5,1,4,39
764,2,3,2,10,5,6,4,5,2,4,39
765,8,5,2,9,3,4,1,5,2,4,39
766,6,3,1,9,3,7,1,5,2,4,39
767,2,3,4,9,1,1,2,5,2,4,39
768,4,3,2,13,1,10,2,5,1,5,39
769,1,3,3,13,5,4,2,5,2,5,39
770,7,3,1,9,7,5,2,5,2,1,39
771,1,3,2,7,5,12,4,5,2,2,39
772,3,3,1,10,3,3,1,5,2,5,39
773,5,3,1,10,3,10,1,5,2,4,39
774,7,2,2,13,7,10,2,5,1,5,39
775,6,3,3,9,3,3,1,5,2,4,39
776,4,3,1,10,1,10,2,5,2,4,39
777,4,2,1,9,1,8,2,5,1,5,39
778,3,3,1,13,3,4,1,5,2,5,39
779,4,3,1,13,3,3,1,5,2,4,39
780,2,3,1,9,5,3,4,5,2,2,39
781,7,3,1,14,7,10,2,5,1,4,39
782,2,3,1,11,1,1,2,5,1,6,39
783,4,5,2,9,3,12,1,5,2,5,39
784,2,3,1,13,5,10,2,5,1,4,39
785,5,6,3,16,1,10,4,5,2,5,39
786,3,3,1,9,5,14,4,5,2,4,39
787,3,2,2,9,5,1,4,5,1,4,39
788,6,3,1,9,3,8,1,5,2,4,39
789,3,3,2,13,5,10,4,5,1,4,39
790,5,3,1,13,5,4,2,5,1,6,39
791,1,3,2,7,5,1,4,5,1,2,39
792,4,3,2,9,3,5,1,5,2,4,26
793,5,3,2,7,3,4,1,5,2,5,39
794,2,4,1,10,3,4,1,5,2,8,39
795,3,3,1,9,3,7,1,5,2,4,39
796,1,3,3,10,5,12,2,5,1,2,39
797,1,3,1,6,5,6,2,5,2,4,39
798,1,3,3,7,5,12,4,5,2,3,39
799,4,3,2,10,3,5,1,5,2,5,39
800,2,5,2,13,6,10,4,5,2,4,39
801,4,3,1,13,3,4,1,5,2,4,39
802,1,3,1,10,5,14,4,5,2,5,39
803,8,5,1,14,3,12,1,5,2,4,39
804,5,5,1,13,3,12,1,2,2,4,3
805,6,3,2,3,1,8,5,3,2,3,39
806,4,3,2,13,3,4,1,5,2,7,39
807,1,3,1,9,5,6,5,3,1,1,39
808,3,3,3,11,1,1,5,5,1,4,39
809,4,3,1,9,3,14,1,5,2,4,39
810,1,3,3,9,5,1,2,5,1,3,39
811,5,3,1,5,1,7,2,5,1,4,39
812,3,3,2,13,3,1,3,5,2,4,30
813,2,3,1,9,3,3,1,5,2,8,39
814,3,3,1,13,3,12,1,5,2,5,39
815,3,3,2,10,3,3,6,5,1,7,39
816,1,3,2,13,5,4,4,5,2,3,39
817,6,5,3,9,3,12,1,3,2,4,39
818,2,3,2,11,1,13,2,5,1,5,39
819,3,5,3,13,5,4,2,5,2,4,39
820,2,3,2,11,3,1,6,2,1,4,19
821,3,3,2,13,3,10,1,5,2,5,39
822,4,5,2,15,3,5,1,5,2,7,39
823,4,3,2,14,3,10,1,5,2,4,39
824,5,3,3,10,1,12,4,5,2,6,39
825,1,3,2,13,5,4,4,5,1,5,39
826,2,3,1,13,3,4,1,5,2,5,39
827,2,3,1,9,3,13,1,5,2,4,39
828,7,2,1,4,3,8,1,5,2,6,39
829,5,5,2,5,3,3,1,5,2,2,39
830,1,3,1,9,5,6,4,5,1,4,39
831,3,3,1,9,5,12,2,5,2,5,39
832,4,3,2,9,1,7,2,5,1,4,39
833,3,3,2,10,1,7,2,5,2,6,39
834,1,3,2,13,5,10,4,3,2,2,39
835,3,5,2,9,1,6,4,5,2,1,39
836,5,3,1,10,3,13,1,5,2,4,39
837,2,3,1,9,5,12,2,5,2,3,39
838,3,3,2,10,1,3,2,5,2,5,39
839,5,5,3,6,3,5,1,5,2,7,39
840,3,3,2,10,5,3,2,5,2,4,39
841,1,3,4,9,5,12,4,3,2,4,39
842,4,3,2,13,3,4,1,5,2,5,39
843,4,3,1,14,3,10,6,2,1,5,35
844,7,4,1,9,3,4,1,2,2,4,39
845,9,5,1,9,3,4,1,5,2,3,39
846,1,3,2,10,5,8,4,5,2,2,39
847,1,3,2,10,5,12,2,5,2,3,39
848,2,3,1,10,5,14,5,5,2,4,39
849,4,3,2,3,3,7,6,5,1,4,26
850,3,3,1,10,3,1,6,3,1,4,39
851,3,3,2,9,3,7,1,5,2,4,39
852,3,3,2,9,3,7,1,5,2,4,39
853,5,3,1,14,3,4,1,5,2,7,39
854,1,3,1,10,5,12,2,5,1,5,39
855,3,3,3,2,4,9,2,5,1,4,13
856,4,3,2,9,1,7,2,5,2,6,39
857,5,2,2,1,3,8,1,5,2,4,39
858,1,3,3,9,3,1,6,5,1,4,26
859,3,3,2,7,3,7,1,5,2,5,39
860,3,3,2,9,3,3,1,5,2,10,39
861,5,3,1,14,5,10,2,5,1,3,39
862,4,3,1,15,3,10,1,5,2,4,39
863,3,3,1,9,3,3,1,5,2,3,39
864,2,3,1,13,5,12,2,5,2,4,39
865,2,3,1,12,1,8,5,1,1,4,39
866,3,3,4,9,3,7,1,3,2,4,39
867,3,4,2,9,3,4,1,5,2,4,39
868,1,3,2,9,5,8,2,5,1,5,39
869,1,3,2,9,3,7,1,5,2,4,39
870,6,2,2,10,1,4,5,3,1,4,39
871,4,3,2,10,1,1,5,5,1,4,39
872,3,4,1,13,3,4,6,5,1,5,39
873,4,3,2,10,1,3,5,5,2,4,39
874,4,5,3,10,1,5,5,5,2,4,39
875,4,6,2,9,3,10,6,5,1,4,39
876,4,3,2,14,3,4,1,5,2,5,39
877,5,3,2,4,7,8,5,3,1,4,39
878,1,3,2,9,5,8,4,5,1,2,39
879,5,3,1,10,3,4,1,5,2,4,39
880,4,4,3,10,3,12,1,5,2,8,39
881,3,2,2,6,1,14,2,5,2,4,39
882,3,5,1,13,3,4,1,5,2,4,39
883,4,3,2,12,3,4,1,5,2,4,39
884,2,3,1,10,3,10,1,5,2,5,39
885,3,3,2,9,1,7,2,5,1,4,39
886,3,3,2,13,3,3,1,5,2,8,26
887,3,3,4,6,1,4,5,5,1,4,39
888,2,3,1,9,3,14,1,5,2,4,39
889,1,3,3,9,5,8,4,5,1,2,39
890,3,4,3,10,3,12,1,5,2,7,39
891,6,5,2,9,3,3,1,5,2,2,39
892,5,3,2,13,3,4,1,2,2,4,19
893,3,3,2,9,3,3,1,5,2,4,39
894,2,3,2,13,5,13,2,5,1,4,39
895,7,3,1,13,7,4,2,5,2,4,39
896,3,3,2,9,3,3,1,5,2,4,39
897,4,3,1,9,5,14,5,5,2,8,39
898,2,3,2,10,5,12,2,5,1,4,39
899,1,3,2,10,5,4,2,5,1,4,39
900,4,6,2,14,3,10,1,5,2,4,39
901,9,3,2,9,7,8,2,3,1,4,39
902,3,3,1,9,1,6,4,5,2,4,39
903,5,3,1,9,5,1,2,5,1,5,39
904,1,3,2,12,5,1,2,5,1,4,39
905,6,5,1,9,5,5,5,5,2,5,39
906,4,2,3,9,7,11,2,5,2,4,39
907,7,3,2,11,1,8,2,5,1,2,39
908,4,3,3,9,5,3,4,3,1,4,39
909,5,3,3,9,1,1,5,5,1,4,39
910,4,3,1,9,1,3,5,5,2,4,39
911,5,3,1,10,7,10,2,5,1,4,39
912,4,3,2,13,5,12,2,5,2,4,39
913,4,3,2,11,3,7,1,5,2,4,39
914,5,5,1,9,3,3,1,5,2,3,39
915,5,3,2,9,3,1,1,5,2,5,39
916,3,3,2,9,5,4,2,5,2,5,39
917,6,3,1,9,3,4,1,5,2,6,39
918,4,3,1,14,1,10,2,5,2,5,39
919,5,1,1,13,1,4,5,5,2,6,39
920,4,3,1,10,3,7,1,5,2,4,39
921,4,4,3,13,3,4,1,5,2,5,39
922,1,3,1,10,5,8,4,5,2,4,39
923,5,3,2,16,3,10,1,5,2,7,39
924,3,6,3,9,3,10,6,5,1,4,39
925,1,2,1,13,5,10,4,5,1,7,39
926,2,3,2,9,5,8,4,5,2,2,39
927,6,3,3,13,3,1,1,5,2,4,39
928,7,3,2,9,6,7,2,3,2,4,39
929,4,4,2,9,3,4,1,5,2,4,39
930,6,5,1,9,3,3,1,5,2,6,39
931,2,3,1,10,3,12,1,5,2,5,11
932,5,3,2,9,1,7,2,5,1,4,39
933,3,3,1,11,5,14,4,5,2,4,39
934,5,3,6,9,3,7,1,5,2,4,39
935,4,3,1,10,3,10,1,5,2,5,39
936,3,3,2,14,3,10,1,5,2,3,39
937,5,3,1,4,3,6,1,5,2,4,39
938,3,3,1,11,3,13,6,5,1,4,39
939,5,3,2,9,7,8,5,5,1,4,39
940,1,3,1,9,1,3,2,5,2,4,39
941,4,3,2,10,5,3,2,5,2,5,24
942,5,2,1,14,3,10,1,5,2,4,39
943,4,3,2,9,6,12,2,5,1,3,39
944,3,3,1,10,3,8,1,5,2,4,39
945,1,3,1,9,5,7,5,3,1,4,39
946,6,3,2,9,3,8,1,5,2,5,41
947,4,3,3,9,3,4,1,5,2,6,39
948,5,3,2,6,3,1,6,5,1,4,39
949,5,4,1,14,4,12,2,2,2,5,19
950,2,3,1,11,5,1,2,5,1,4,39
951,1,6,2,12,5,8,4,5,2,2,39
952,2,3,3,10,5,12,2,5,2,4,39
953,3,3,2,9,5,8,2,3,1,4,39
954,3,3,1,9,5,8,2,5,2,8,39
955,3,3,2,9,1,9,5,3,1,3,39
956,10,3,1,9,5,8,2,5,1,4,39
957,1,3,1,10,5,7,4,3,1,4,39
958,4,3,3,10,1,1,2,5,1,4,39
959,4,3,2,13,3,4,1,5,2,7,39
960,1,3,1,10,5,13,2,5,1,4,39
961,2,3,2,15,1,10,5,5,2,6,39
962,1,3,2,10,3,8,1,5,2,4,39
963,1,3,1,10,5,12,2,5,1,5,39
964,3,3,1,13,3,10,1,5,2,5,39
965,7,3,1,9,3,7,1,5,2,4,39
966,5,5,2,13,3,12,1,5,2,4,2
967,2,3,2,13,3,1,1,5,2,4,39
968,5,5,1,10,3,12,1,5,2,6,39
969,3,3,2,10,1,3,2,5,2,4,20
970,3,3,1,13,3,12,1,5,2,4,39
971,2,5,1,8,3,14,1,5,2,8,39
972,4,3,2,11,1,3,2,5,1,4,39
973,5,2,2,14,3,10,1,5,2,4,39
974,4,3,2,9,3,3,1,5,2,5,39
975,4,5,2,9,3,4,1,5,2,4,39
976,7,3,1,9,3,7,1,5,2,4,39
977,6,3,3,9,3,8,1,5,2,4,26
978,3,3,1,12,6,8,5,5,1,4,39
979,5,3,2,10,3,12,1,5,2,9,39
980,3,3,2,10,5,8,4,5,2,4,39
981,3,3,2,15,3,10,1,5,2,9,39
982,3,3,1,8,3,14,1,5,2,4,39
983,2,3,2,13,3,4,1,5,2,5,39
984,3,3,1,12,1,13,2,5,1,7,39
985,1,2,1,13,5,10,4,5,1,2,39
986,3,3,1,9,3,3,1,5,2,4,39
987,3,3,2,9,3,3,1,5,2,5,39
988,5,6,1,16,3,10,6,5,1,5,39
989,1,3,2,7,5,1,4,5,2,2,39
990,1,5,1,10,5,3,4,5,2,2,39
991,2,3,1,13,5,12,2,3,1,4,39
992,1,3,2,13,5,12,4,2,2,5,36
993,5,3,1,9,3,3,1,5,2,4,39
994,4,6,2,11,3,10,6,5,1,4,39
995,4,3,2,13,6,10,5,5,1,4,39
996,1,2,2,9,1,4,2,5,1,4,39
997,6,5,1,9,3,5,1,5,2,7,39
998,4,2,2,10,3,11,1,5,2,4,39
999,2,3,2,10,3,1,1,5,2,4,39
1000,2,3,2,11,3,14,1,5,2,4,39
1001,3,3,1,9,3,11,1,5,2,4,39
1002,2,3,2,13,5,4,2,5,2,4,39
1003,4,3,1,10,3,4,1,5,2,6,39
1004,3,3,3,9,1,3,4,5,2,3,39
1005,4,1,1,12,3,10,1,5,2,4,39
1006,4,5,1,13,5,12,2,5,2,5,39
1007,2,3,2,16,4,10,2,2,2,7,3
1008,3,3,1,9,1,3,2,5,2,4,39
1009,1,3,2,10,5,1,4,5,2,4,39
1010,1,5,3,13,5,10,4,2,2,2,19
1011,7,3,1,6,3,7,1,5,2,4,39
1012,2,4,2,9,3,12,6,5,1,3,39
1013,4,3,2,10,1,10,5,5,1,4,39
1014,4,4,1,13,3,7,1,5,2,7,39
1015,4,4,2,5,3,4,1,5,2,4,26
1016,4,3,1,13,3,4,1,3,2,5,39
1017,3,5,2,12,3,10,6,5,1,3,39
1018,3,2,2,9,1,1,5,5,1,4,39
1019,2,3,1,13,5,10,2,5,2,5,39
1020,2,3,1,9,5,6,4,5,2,3,39
1021,4,3,1,13,3,3,1,5,2,4,39
1022,4,3,2,11,3,14,1,5,2,6,39
1023,3,4,2,14,3,12,1,5,2,5,26
1024,3,3,1,13,3,12,6,5,1,5,39
1025,3,6,1,13,5,1,2,5,2,4,39
1026,8,3,2,9,3,12,6,5,1,4,39
1027,3,3,2,9,1,6,4,5,1,4,39
1028,3,3,1,10,3,3,1,5,2,4,39
1029,4,3,2,9,3,14,1,5,2,5,39
1030,6,2,2,13,3,10,6,5,1,4,39
1031,5,3,2,13,3,10,1,2,2,4,24
1032,2,3,1,10,3,13,1,5,2,4,39
1033,4,1,2,9,1,13,2,5,1,4,39
1034,3,6,1,10,3,4,1,5,2,4,39
1035,3,3,1,13,3,13,1,5,2,4,39
1036,5,3,1,10,1,8,5,3,1,4,39
1037,1,3,1,11,5,1,4,5,1,4,39
1038,3,3,1,9,3,14,1,5,2,5,39
1039,7,1,1,9,7,6,2,3,2,4,39
1040,4,5,1,10,1,8,5,5,2,5,39
1041,2,3,2,13,3,10,1,5,2,5,39
1042,2,3,3,10,5,7,2,3,1,4,39
1043,2,3,3,9,5,8,5,5,1,4,26
1044,3,3,2,11,5,1,4,5,1,4,39
1045,2,3,2,10,3,4,1,5,2,5,23
1046,4,5,2,14,3,4,1,5,2,5,39
1047,3,1,2,9,3,1,1,3,2,7,39
1048,2,3,1,9,3,3,1,5,2,6,39
1049,4,3,3,2,3,3,1,5,2,4,26
1050,1,3,2,10,5,8,4,5,1,2,39
1051,1,3,2,10,5,12,2,5,2,5,39
1052,6,1,2,9,7,12,5,5,1,4,11
1053,4,3,2,13,5,8,2,5,2,4,39
1054,6,5,2,10,3,12,1,5,2,7,39
1055,3,3,3,14,3,10,1,5,2,5,39
1056,2,4,2,10,5,4,2,5,1,7,39
1057,4,3,2,9,3,7,1,5,2,5,39
1058,7,4,1,9,3,4,1,5,2,4,39
1059,5,4,2,9,3,4,1,5,2,4,39
1060,2,3,2,9,5,8,4,5,2,3,39
1061,4,3,4,10,1,1,5,5,1,4,39
1062,5,3,2,9,3,3,1,5,2,6,39
1063,4,6,2,9,3,11,1,5,2,4,39
1064,3,3,1,10,3,5,1,5,2,6,26
1065,4,3,1,9,3,4,1,5,2,5,39
1066,2,6,3,14,3,10,6,5,1,5,39
1067,1,3,2,9,5,6,4,5,2,3,39
1068,4,3,2,11,3,3,1,5,2,4,39
1069,5,3,2,9,7,14,5,5,2,4,39
1070,3,3,1,13,3,12,1,5,2,7,39
1071,6,3,1,12,3,13,1,5,2,4,39
1072,5,3,1,13,3,10,6,5,1,4,39
1073,3,3,2,9,1,1,2,3,1,4,39
1074,7,3,3,13,3,1,1,5,2,2,39
1075,10,5,2,15,3,10,1,5,2,4,39
1076,4,3,2,9,1,14,2,5,2,4,39
1077,5,3,2,9,1,1,2,5,1,5,39
1078,5,3,1,7,1,8,2,3,1,4,39
1079,2,3,3,14,3,5,2,5,2,10,39
1080,1,3,3,11,5,8,2,5,2,3,39
1081,5,3,2,9,3,8,1,5,2,4,39
1082,1,3,2,11,5,1,4,5,1,3,39
1083,5,6,3,9,3,10,1,5,2,5,39
1084,5,3,1,9,5,1,5,5,1,4,39
1085,1,2,2,7,5,8,2,2,2,5,39
1086,4,3,2,13,1,4,2,5,1,5,39
1087,3,3,3,13,3,10,1,5,2,4,39
1088,3,3,2,9,3,1,1,5,2,4,39
1089,4,3,2,9,3,3,1,5,2,4,39
1090,6,1,1,10,5,4,4,3,1,4,39
1091,7,3,1,9,3,3,1,5,2,3,39
1092,1,6,2,13,5,1,2,5,1,7,39
1093,2,2,2,13,5,10,4,5,2,4,39
1094,5,3,2,11,1,8,2,5,2,4,39
1095,5,3,2,10,3,3,1,5,2,4,39
1096,4,3,1,9,3,14,1,5,2,7,39
1097,2,3,3,13,3,13,1,5,2,4,39
1098,1,3,2,10,5,8,4,5,1,3,39
1099,5,2,1,13,1,10,2,3,1,4,39
1100,5,2,2,12,3,10,1,5,2,7,39
1101,6,3,1,14,3,10,1,5,2,6,39
1102,1,3,2,9,5,7,4,5,1,4,6
1103,4,1,3,9,3,1,1,3,2,9,39
1104,2,2,2,13,3,10,1,5,2,5,39
1105,3,3,2,13,1,3,2,5,2,4,39
1106,4,3,3,13,5,8,2,5,2,4,39
1107,3,3,2,10,3,3,1,3,2,4,39
1108,7,4,1,14,3,12,1,5,2,4,39
1109,7,2,3,9,3,11,1,5,2,4,39
1110,3,3,1,13,3,12,1,5,2,5,39
1111,3,3,1,9,3,7,1,5,2,5,39
1112,4,4,3,10,3,12,1,5,2,7,39
1113,3,3,2,10,6,1,4,5,2,7,39
1114,2,3,1,10,1,3,5,5,1,2,39
1115,6,3,1,16,3,10,1,5,2,5,39
1116,1,3,2,10,5,8,4,5,2,2,39
1117,5,5,2,10,3,3,1,1,2,4,39
1118,2,3,2,13,1,4,2,5,2,5,39
1119,3,3,2,15,3,10,1,5,2,4,39
1120,4,5,2,9,3,3,1,5,2,4,39
1121,5,3,3,9,3,3,1,5,2,4,39
1122,5,3,1,10,3,3,1,5,2,4,39
1123,6,3,2,9,7,1,4,5,1,4,39
1124,2,3,2,9,5,1,2,5,1,4,39
1125,3,3,3,13,3,10,1,5,2,7,39
1126,4,5,2,10,3,5,1,5,2,7,39
1127,5,3,3,9,1,1,5,5,1,4,9
1128,8,5,2,15,3,10,1,5,2,4,39
1129,4,3,2,13,3,10,1,5,2,4,39
1130,5,1,1,9,1,1,5,5,1,4,39
1131,2,3,2,13,5,1,2,5,1,4,39
1132,4,3,3,9,3,3,1,5,2,5,39
1133,2,3,1,7,6,8,2,3,1,5,39
1134,1,3,2,10,5,12,2,5,1,3,39
1135,3,3,3,9,5,12,2,5,1,3,39
1136,4,5,2,9,3,12,3,5,1,4,5
1137,2,3,2,9,5,8,4,5,1,3,39
1138,4,3,1,10,5,1,4,5,1,4,39
1139,3,3,1,14,5,10,2,5,2,5,39
1140,6,3,3,9,6,1,2,5,1,3,39
1141,3,6,2,9,7,4,2,5,1,4,39
1142,7,5,2,9,3,4,1,5,2,6,39
1143,3,2,2,10,5,8,2,5,2,2,39
1144,7,3,2,10,7,8,2,5,1,2,39
1145,6,4,2,15,3,10,1,5,2,7,39
1146,5,3,1,9,1,1,2,5,2,4,39
1147,3,3,2,9,3,1,6,5,1,4,39
1148,3,3,2,9,5,6,4,5,1,4,39
1149,5,4,2,14,3,4,1,5,2,5,39
1150,5,5,3,10,3,4,1,5,2,7,39
1151,5,1,2,9,1,1,2,5,1,5,39
1152,2,5,2,10,5,14,2,5,2,4,39
1153,2,3,1,9,3,3,1,2,2,4,39
